State,Date,Mean_NDVI
Alabama,1989-11-01,-0.03882847774853085
Alabama,1989-12-01,-0.03886348478819784
Alabama,1990-01-01,-0.038887126591576886
Alabama,1990-02-01,-0.038872318805093044
Alabama,1990-03-01,-0.03882032397771792
Alabama,1990-04-01,-0.038727694049951036
Alabama,1990-05-01,-0.0386793270996572
Alabama,1990-06-01,-0.0386797479493144
Alabama,1990-07-01,-0.03872923665523996
Alabama,1990-08-01,-0.03877083970984329
Alabama,1990-09-01,-0.03873852075171401
Alabama,1990-10-01,-0.0387335222820764
Alabama,1990-11-01,-0.03879661713393732
Alabama,1990-12-01,-0.038869154015670905
Alabama,1991-01-01,-0.03888305506243879
Alabama,1991-02-01,-0.03885360859451518
Alabama,1991-03-01,-0.038826283974045056
Alabama,1991-04-01,-0.038775007345739465
Alabama,1991-05-01,-0.03873860415646425
Alabama,1991-06-01,-0.038740355656219395
Alabama,1991-07-01,-0.038752627938295786
Alabama,1991-08-01,-0.038765056470372185
Alabama,1991-09-01,-0.038771296523016655
Alabama,1991-10-01,-0.03876975085700294
Alabama,1991-11-01,-0.03882578278036239
Alabama,1991-12-01,-0.03887824498041137
Alabama,1992-01-01,-0.03890266589128305
Alabama,1992-02-01,-0.03890582455925564
Alabama,1992-03-01,-0.03886269404995103
Alabama,1992-04-01,-0.038761745531341825
Alabama,1992-05-01,-0.03870355809255632
Alabama,1992-06-01,-0.03871877448579824
Alabama,1992-07-01,-0.03874344698824682
Alabama,1992-08-01,-0.03875860430950049
Alabama,1992-09-01,-0.03876077375122429
Alabama,1992-10-01,-0.03876061306317336
Alabama,1992-11-01,-0.03881526689520079
Alabama,1992-12-01,-0.03886441142262488
Alabama,1993-01-01,-0.03888816647282077
Alabama,1993-02-01,-0.03889219362144956
Alabama,1993-03-01,-0.03887816050440745
Alabama,1993-04-01,-0.03877056424461313
Alabama,1993-05-01,-0.03868521731145936
Alabama,1993-06-01,-0.03869469193805093
Alabama,1993-07-01,-0.038724638834476
Alabama,1993-08-01,-0.038751202864838394
Alabama,1993-09-01,-0.03874390227105779
Alabama,1993-10-01,-0.03877479416625857
Alabama,1993-11-01,-0.0388480264446621
Alabama,1993-12-01,-0.03891151597698335
Alabama,1994-01-01,-0.03891279015670911
Alabama,1994-02-01,-0.038882380937806084
Alabama,1994-03-01,-0.03883244062193927
Alabama,1994-04-01,-0.03876080741919687
Alabama,1994-05-01,-0.03872112206170421
Alabama,1994-06-01,-0.038757607431439765
Alabama,1994-07-01,-0.038786239746571985
Alabama,1994-08-01,-0.03877018180705191
Alabama,1994-09-01,-0.038761315499510285
Alabama,1995-01-01,-0.03883283851616063
Alabama,1995-02-01,-0.03883526567091087
Alabama,1995-03-01,-0.03880410749265426
Alabama,1995-04-01,-0.03872341530974535
Alabama,1995-05-01,-0.03867949742899118
Alabama,1995-06-01,-0.038699378672869725
Alabama,1995-07-01,-0.03871575048971596
Alabama,1995-08-01,-0.03873391359573947
Alabama,1995-09-01,-0.03872172961557297
Alabama,1995-10-01,-0.03872150526444663
Alabama,1995-11-01,-0.03878763008080313
Alabama,1995-12-01,-0.03884506381611165
Alabama,1996-01-01,-0.03886332700783545
Alabama,1996-02-01,-0.03887042268609207
Alabama,1996-03-01,-0.03885144848800197
Alabama,1996-04-01,-0.038769170543584724
Alabama,1996-05-01,-0.038697859023016645
Alabama,1996-06-01,-0.03869643502081293
Alabama,1996-07-01,-0.03871542482859941
Alabama,1996-08-01,-0.038741773536973556
Alabama,1996-09-01,-0.038715348922624876
Alabama,1996-10-01,-0.03873293416380999
Alabama,1996-11-01,-0.038809321437316364
Alabama,1996-12-01,-0.038858184378060726
Alabama,1997-01-01,-0.03888435127938296
Alabama,1997-02-01,-0.03887939826150833
Alabama,1997-03-01,-0.03880873898139079
Alabama,1997-04-01,-0.03870813234573947
Alabama,1997-05-01,-0.03869992348188051
Alabama,1997-06-01,-0.03874615572967679
Alabama,1997-07-01,-0.038735503642262484
Alabama,1997-08-01,-0.03872168293952008
Alabama,1997-09-01,-0.038719255631733604
Alabama,1997-10-01,-0.03874021180215475
Alabama,1997-11-01,-0.03879230686826641
Alabama,1997-12-01,-0.03883791442213517
Alabama,1998-01-01,-0.03885451609941234
Alabama,1998-02-01,-0.03884729891038198
Alabama,1998-03-01,-0.03880743388834476
Alabama,1998-04-01,-0.03872349565377081
Alabama,1998-05-01,-0.038688206262242904
Alabama,1998-06-01,-0.038692533055827615
Alabama,1998-07-01,-0.03872134932051909
Alabama,1998-08-01,-0.03872074436826641
Alabama,1998-09-01,-0.03873228452497551
Alabama,1998-10-01,-0.03876313280484818
Alabama,1998-11-01,-0.03883106758080314
Alabama,1998-12-01,-0.03887530683765916
Alabama,1999-01-01,-0.038863435051420175
Alabama,1999-02-01,-0.03883456093903036
Alabama,1999-03-01,-0.038813980778648394
Alabama,1999-04-01,-0.038744865634182175
Alabama,1999-05-01,-0.038683448212536733
Alabama,1999-06-01,-0.03870451686459354
Alabama,1999-07-01,-0.038721047073947114
Alabama,1999-08-01,-0.038726611165524
Alabama,1999-09-01,-0.03871546584231146
Alabama,1999-10-01,-0.038743878550440744
Alabama,1999-11-01,-0.03882310908423115
Alabama,1999-12-01,-0.03888642109451519
Alabama,2000-01-01,-0.0388942666503428
Alabama,2000-02-01,-0.038880164973065616
Alabama,2000-03-01,-0.03882449421523017
Alabama,2000-04-01,-0.03874324421523016
Alabama,2000-05-01,-0.03869425379529873
Alabama,2000-06-01,-0.03872166610553379
Alabama,2000-07-01,-0.03876585394221352
Alabama,2000-08-01,-0.03878233349657199
Alabama,2000-09-01,-0.038765173543095
Alabama,2000-10-01,-0.03878249204211558
Alabama,2000-11-01,-0.038856562193927524
Alabama,2000-12-01,-0.03888161575661117
Alabama,2001-01-01,-0.03887099473555338
Alabama,2001-02-01,-0.0388562507651812
Alabama,2001-03-01,-0.03881515823947111
Alabama,2001-04-01,-0.038746943560235066
Alabama,2001-05-01,-0.03869937561214496
Alabama,2001-06-01,-0.03870662340842311
Alabama,2001-07-01,-0.038726486900097945
Alabama,2001-08-01,-0.03874124173604308
Alabama,2001-09-01,-0.03871747826885407
Alabama,2001-10-01,-0.03872457211067581
Alabama,2001-11-01,-0.038803150250979426
Alabama,2001-12-01,-0.03884499494980411
Alabama,2002-01-01,-0.03884973907321254
Alabama,2002-02-01,-0.038846890303623885
Alabama,2002-03-01,-0.038836661361410375
Alabama,2002-04-01,-0.038784381733594525
Alabama,2002-05-01,-0.03870676955803134
Alabama,2002-06-01,-0.03870046446498531
Alabama,2002-07-01,-0.038730542360430956
Alabama,2002-08-01,-0.03875146761753183
Alabama,2002-09-01,-0.03878982309010774
Alabama,2002-10-01,-0.03878686413442704
Alabama,2002-11-01,-0.038776423237022524
Alabama,2002-12-01,-0.038807856268364346
Alabama,2003-01-01,-0.038836961312438786
Alabama,2003-02-01,-0.03885143471474045
Alabama,2003-03-01,-0.03882345494613124
Alabama,2003-04-01,-0.03873225162218413
Alabama,2003-05-01,-0.0386961090536239
Alabama,2003-06-01,-0.03870525342801175
Alabama,2003-07-01,-0.038734797380019594
Alabama,2003-08-01,-0.03874932511018609
Alabama,2003-09-01,-0.03872731819294809
Alabama,2003-10-01,-0.03873887579578845
Alabama,2003-11-01,-0.038777041503428006
Alabama,2003-12-01,-0.03882227962781587
Alabama,2004-01-01,-0.03885347698334966
Alabama,2004-02-01,-0.03886652867899119
Alabama,2004-03-01,-0.0388578568805093
Alabama,2004-06-01,-0.03874460088148873
Alabama,2004-07-01,-0.03872311867450212
Alabama,2004-08-01,-0.038721713393731635
Alabama,2004-09-01,-0.03874149577619981
Alabama,2004-10-01,-0.038782900495837415
Alabama,2004-11-01,-0.03880993694906954
Alabama,2004-12-01,-0.03882015946376102
Alabama,2005-01-01,-0.038835334231145935
Alabama,2005-02-01,-0.03883793003183154
Alabama,2005-03-01,-0.03880777347575906
Alabama,2005-04-01,-0.03872956354064642
Alabama,2005-05-01,-0.03868563540646425
Alabama,2005-06-01,-0.06515455068560234
Alabama,2005-07-01,-0.03873471091454456
Alabama,2005-08-01,-0.03872770445641528
Alabama,2005-09-01,-0.0387143188357003
Alabama,2005-10-01,-0.038731365083251715
Alabama,2005-11-01,-0.03878188510039177
Alabama,2005-12-01,-0.03882137457149853
Alabama,2006-01-01,-0.03884185724779629
Alabama,2006-02-01,-0.0388370049277669
Alabama,2006-03-01,-0.03880150664177277
Alabama,2006-04-01,-0.03872779826762977
Alabama,2006-05-01,-0.03868219637610186
Alabama,2006-06-01,-0.038705168798971595
Alabama,2006-07-01,-0.038743748163565135
Alabama,2006-08-01,-0.03874130295053869
Alabama,2006-09-01,-0.038706735124877566
Alabama,2006-10-01,-0.03871188357002939
Alabama,2006-11-01,-0.038774560785994124
Alabama,2006-12-01,-0.038828562683643486
Alabama,2007-01-01,-0.03883618266405484
Alabama,2007-02-01,-0.03882177476126347
Alabama,2007-03-01,-0.038793483716944174
Alabama,2007-04-01,-0.038719114838393735
Alabama,2007-05-01,-0.038696906372428994
Alabama,2007-06-01,-0.03871529291136141
Alabama,2007-07-01,-0.03873552277179236
Alabama,2007-08-01,-0.03873630784769833
Alabama,2007-09-01,-0.03870456966209598
Alabama,2007-10-01,-0.038713226003917724
Alabama,2007-11-01,-0.03877197141283056
Alabama,2007-12-01,-0.03881757391650343
Alabama,2008-01-01,-0.0388280354738002
Alabama,2008-02-01,-0.03882733150710088
Alabama,2008-03-01,-0.03880827130264446
Alabama,2008-04-01,-0.03873941448334966
Alabama,2008-05-01,-0.03867734068927522
Alabama,2008-06-01,-0.038680951273261516
Alabama,2008-07-01,-0.038702445519098926
Alabama,2008-08-01,-0.038724758202742404
Alabama,2008-09-01,-0.03872019894711068
Alabama,2008-10-01,-0.038711137212291864
Alabama,2008-11-01,-0.03876116858472086
Alabama,2008-12-01,-0.03882648322722821
Alabama,2009-01-01,-0.0388466791136141
Alabama,2009-02-01,-0.03883954456415279
Alabama,2009-03-01,-0.03880962230656219
Alabama,2009-04-01,-0.038751626010039175
Alabama,2009-05-01,-0.03872588761018609
Alabama,2009-06-01,-0.03869682357982371
Alabama,2009-07-01,-0.03870700370347699
Alabama,2009-08-01,-0.03875091638099901
Alabama,2009-09-01,-0.03876645828232125
Alabama,2009-10-01,-0.03874311642997062
Alabama,2009-11-01,-0.03877332455925563
Alabama,2009-12-01,-0.03882064535381979
Alabama,2010-01-01,-0.03883430689887365
Alabama,2010-02-01,-0.03883692305337904
Alabama,2010-03-01,-0.03881063173359452
Alabama,2010-04-01,-0.03872151000857003
Alabama,2010-05-01,-0.03867592311459354
Alabama,2010-06-01,-0.03868586786851127
Alabama,2010-07-01,-0.038702437102105774
Alabama,2010-08-01,-0.03869861471596474
Alabama,2010-09-01,-0.0386855916380999
Alabama,2010-10-01,-0.03871151903770813
Alabama,2010-11-01,-0.03877229493143976
Alabama,2010-12-01,-0.038818252632223306
Alabama,2011-01-01,-0.17105793584720866
Alabama,2011-02-01,-0.13799760345249754
Alabama,2011-03-01,-0.038789034953476985
Alabama,2011-04-01,-0.0387006618817336
Alabama,2011-05-01,-0.03867849289911851
Alabama,2011-06-01,-0.03870000229554359
Alabama,2011-07-01,-0.03871630754162586
Alabama,2011-08-01,-0.03870377693437806
Alabama,2011-09-01,-0.03869625826395691
Alabama,2011-10-01,-0.03872327742409403
Alabama,2011-11-01,-0.038798100820274246
Alabama,2011-12-01,-0.03883951166136141
Alabama,2012-01-01,-0.03884459476003918
Alabama,2012-02-01,-0.03883145124265426
Alabama,2012-03-01,-0.03877242440009795
Alabama,2012-04-01,-0.03868083741429971
Alabama,2012-05-01,-0.03866090995347698
Alabama,2012-06-01,-0.03867992394098923
Alabama,2012-07-01,-0.17091727962781586
Alabama,2012-08-01,-0.17091006060235062
Alabama,2012-09-01,-0.17090750183643488
Alabama,2012-10-01,-0.17094357982370223
Alabama,2012-11-01,-0.1710076150832517
Alabama,2012-12-01,-0.17105551848677766
Alabama,2013-01-01,-0.03887330741919686
Alabama,2013-02-01,-0.03885581002081293
Alabama,2013-03-01,-0.03884049338883448
Alabama,2013-04-01,-0.038763782443682664
Alabama,2013-05-01,-0.03868604232982371
Alabama,2013-06-01,-0.038690103911606266
Alabama,2013-07-01,-0.03870259671890304
Alabama,2013-08-01,-0.0387053187744858
Alabama,2013-09-01,-0.03871078170910872
Alabama,2013-10-01,-0.038741185877815866
Alabama,2013-11-01,-0.03878938540646425
Alabama,2013-12-01,-0.03884710149363369
Alabama,2014-01-01,-0.03885839939397649
Alabama,2014-02-01,-0.038852558000734574
Alabama,2014-03-01,-0.03883530546033301
Alabama,2014-04-01,-0.03875941325905974
Alabama,2014-05-01,-0.03869361762365328
Alabama,2014-06-01,-0.03869581782566112
Alabama,2014-07-01,-0.038701771394466206
Alabama,2014-08-01,-0.03870541289177277
Alabama,2014-09-01,-0.03871427277179236
Alabama,2014-10-01,-0.03873859420910871
Alabama,2014-11-01,-0.03879146516895201
Alabama,2014-12-01,-0.038854273383937314
Alabama,2015-01-01,-0.03886946773996083
Alabama,2015-02-01,-0.03885992593046034
Alabama,2015-03-01,-0.03883836618511263
Alabama,2015-04-01,-0.038745959078109696
Alabama,2015-05-01,-0.03868239241552399
Alabama,2015-06-01,-0.038690172012732615
Alabama,2015-07-01,-0.038700802675073455
Alabama,2015-08-01,-0.03870177338393732
Alabama,2015-09-01,-0.03872289422135162
Alabama,2015-10-01,-0.038765519404995105
Alabama,2015-11-01,-0.038812028036238976
Alabama,2015-12-01,-0.03884525893731636
Alabama,2016-01-01,-0.03884578920788443
Alabama,2016-02-01,-0.03883980472575907
Alabama,2016-03-01,-0.038809341332027424
Alabama,2016-04-01,-0.03872488369245838
Alabama,2016-05-01,-0.03867004223800196
Alabama,2016-06-01,-0.03867671171033301
Alabama,2016-07-01,-0.0386865389324192
Alabama,2016-08-01,-0.03869714311949069
Alabama,2016-09-01,-0.03871157566111656
Alabama,2016-10-01,-0.03875335333006856
Alabama,2016-11-01,-0.038810904597208616
Alabama,2016-12-01,-0.03886983043584721
Alabama,2017-01-01,-0.03887454089128305
Alabama,2017-02-01,-0.03884355870470127
Alabama,2017-03-01,-0.03880590643364348
Alabama,2017-04-01,-0.03872387594882469
Alabama,2017-05-01,-0.0386785639079334
Alabama,2017-06-01,-0.03871413978330068
Alabama,2017-07-01,-0.03870214005876592
Alabama,2017-08-01,-0.03871954349289912
Alabama,2017-09-01,-0.03872065912708129
Alabama,2017-10-01,-0.03874027301665034
Alabama,2017-11-01,-0.038795228330068564
Alabama,2017-12-01,-0.03885421002693437
Alabama,2018-01-01,-0.03886794319294809
Alabama,2018-02-01,-0.0388495340046523
Alabama,2018-03-01,-0.03880910412585701
Alabama,2018-04-01,-0.03872630448090108
Alabama,2018-05-01,-0.038689125244857986
Alabama,2018-06-01,-0.038695020965964735
Alabama,2018-07-01,-0.03870011202252694
Alabama,2018-08-01,-0.03870897251469148
Alabama,2018-09-01,-0.038714653985063664
Alabama,2018-10-01,-0.03874429664544565
Alabama,2018-11-01,-0.03879751698702252
Alabama,2018-12-01,-0.03884203293339863
Alabama,2019-01-01,-0.03885396822967679
Alabama,2019-02-01,-0.03884691631978453
Alabama,2019-03-01,-0.03881865282198825
Alabama,2019-04-01,-0.03873194417238002
Alabama,2019-05-01,-0.03867042651199804
Alabama,2019-06-01,-0.03867795283423115
Alabama,2019-07-01,-0.038692398383937315
Alabama,2019-08-01,-0.03869973065621939
Alabama,2019-09-01,-0.03871706292850147
Alabama,2019-10-01,-0.03875096948457395
Alabama,2019-11-01,-0.03878647312683643
Alabama,2019-12-01,-0.038835997184133206
Alabama,2020-01-01,-0.03884832195763957
Alabama,2020-02-01,-0.038840706874387856
Alabama,2020-03-01,-0.038803897526934375
Alabama,2020-04-01,-0.03870632957884427
Alabama,2020-05-01,-0.03866996434255631
Alabama,2020-06-01,-0.03868377326150833
Alabama,2020-07-01,-0.03869155928623898
Alabama,2020-08-01,-0.03870432174338883
Alabama,2020-09-01,-0.0387213041748286
Alabama,2020-10-01,-0.03873684730044075
Alabama,2020-11-01,-0.03878262610186092
Alabama,2020-12-01,-0.038832778832027424
Alabama,2021-01-01,-0.038849574559255626
Alabama,2021-02-01,-0.03884526505876592
Alabama,2021-03-01,-0.038815361165524004
Alabama,2021-04-01,-0.03872678593290891
Alabama,2021-05-01,-0.03867489471106758
Alabama,2021-06-01,-0.03868683735308521
Alabama,2021-07-01,-0.038702119551909886
Alabama,2021-08-01,-0.03870221045543585
Alabama,2021-09-01,-0.038706565254652305
Alabama,2021-10-01,-0.03872800333619002
Alabama,2021-11-01,-0.038778970372184134
Alabama,2021-12-01,-0.0388369888589618
Alabama,2022-01-01,-0.03884709782076396
Alabama,2022-02-01,-0.03883692075783546
Alabama,2022-03-01,-0.03880638237634672
Alabama,2022-04-01,-0.03872935082027424
Alabama,2022-05-01,-0.03867598677766895
Alabama,2022-06-01,-0.038682101646669936
Alabama,2022-07-01,-0.03869226172257591
Alabama,2022-08-01,-0.03869706292850147
Alabama,2022-09-01,-0.03870262074559256
Alabama,2022-10-01,-0.03874897894221351
Alabama,2022-11-01,-0.03881256351003918
Alabama,2022-12-01,-0.038854777791380996
Alabama,2023-01-01,-0.03886572477962782
Alabama,2023-02-01,-0.03885010253428012
Alabama,2023-03-01,-0.038809056684622915
Alabama,2023-04-01,-0.03872868893854065
Alabama,2023-05-01,-0.03868578844270324
Alabama,2023-06-01,-0.03869532321253673
Alabama,2023-07-01,-0.03870272159647404
Alabama,2023-08-01,-0.038706461955190986
Alabama,2023-09-01,-0.03871831002081293
Alabama,2023-10-01,-0.03875691968658178
Alabama,2023-11-01,-0.0388153089801665
Alabama,2023-12-01,-0.03885889982247796
Alabama,2024-01-01,-0.03886449620470128
Alabama,2024-02-01,-0.03885011324681684
Alabama,2024-03-01,-0.038810658208863855
Alabama,2024-04-01,-0.03871810847208619
Alabama,2024-05-01,-0.03867263788565132
Alabama,2024-06-01,-0.038684324498041135
Alabama,2024-07-01,-0.03869996510773751
Alabama,2024-08-01,-0.03870745745592557
Alabama,2024-09-01,-0.038720228330068565
Alabama,2024-10-01,-0.03874608456782566
Alabama,2024-11-01,-0.038793559469882465
Alabama,2024-12-01,-0.03883981926420176
Alabama,2025-01-01,-0.03885780484818805
Alabama,2025-02-01,-0.038850120898628805
Alabama,2025-03-01,-0.0388162028648384
Alabama,2025-04-01,-0.038734409433153774
Alabama,2025-05-01,-0.03869256167360431
Alabama,2025-06-01,-0.03869755142017629
Alabama,2025-07-01,-0.038698055674583745
Alabama,2025-08-01,-0.03870555062438785
Alabama,2025-09-01,-0.03871638467189031
Alabama,2025-10-01,-0.0387250897812602
Arizona,1985-03-01,-0.0033721414516682917
Arizona,1985-04-01,-0.003357482594270649
Arizona,1985-05-01,-0.0033485635772997164
Arizona,1985-06-01,-0.0033558331867854924
Arizona,1985-07-01,-0.003378024193548387
Arizona,1985-08-01,-0.003373965366475762
Arizona,1985-09-01,-0.003363899658808933
Arizona,1985-10-01,-0.003358123660298875
Arizona,1985-11-01,-0.003367657953185927
Arizona,1985-12-01,-0.0033770582240340305
Arizona,1986-01-01,-0.003373132640104352
Arizona,1986-02-01,-0.003371850404195099
Arizona,1986-03-01,-0.003370174652716236
Arizona,1986-04-01,-0.003360814572901897
Arizona,1986-05-01,-0.003361799097449929
Arizona,1986-06-01,-0.0033794471846198162
Arizona,1986-07-01,-0.003397372316443637
Arizona,1986-08-01,-0.0033948042963211186
Arizona,1986-09-01,-0.003372230799694257
Arizona,1986-10-01,-0.0033673649152007267
Arizona,1986-11-01,-0.003377503804474256
Arizona,1986-12-01,-0.0033966310843894006
Arizona,1987-01-01,-0.003405843762462336
Arizona,1987-02-01,-0.003400308840919665
Arizona,1987-03-01,-0.00338226810362017
Arizona,1987-04-01,-0.003368568049893655
Arizona,1987-05-01,-0.0033670347498393743
Arizona,1987-06-01,-0.00335735111662531
Arizona,1987-07-01,-0.0033661194604916256
Arizona,1987-08-01,-0.003378431988878057
Arizona,1987-09-01,-0.003374727213310883
Arizona,1987-10-01,-0.0033816158561070985
Arizona,1987-11-01,-0.003389377173985289
Arizona,1987-12-01,-0.003402123235887097
Arizona,1988-01-01,-0.0034044620874966766
Arizona,1988-02-01,-0.003379832755450195
Arizona,1988-03-01,-0.0033540778148263024
Arizona,1988-04-01,-0.003352630799140376
Arizona,1988-05-01,-0.0033507709339551583
Arizona,1988-06-01,-0.0033686520841179988
Arizona,1988-07-01,-0.0033868311706564606
Arizona,1988-08-01,-0.0033758639860643385
Arizona,1988-09-01,-0.003351773321184864
Arizona,1988-10-01,-0.0033660350800912794
Arizona,1988-11-01,-0.0033705222134216587
Arizona,1989-01-01,-0.003396004367356434
Arizona,1989-02-01,-0.0033926345516882314
Arizona,1989-03-01,-0.003380153608677109
Arizona,1989-04-01,-0.0033744963139179366
Arizona,1989-05-01,-0.003377670332439737
Arizona,1989-06-01,-0.0033879639450771003
Arizona,1989-07-01,-0.003401959009992024
Arizona,1989-08-01,-0.003387755547124246
Arizona,1989-09-01,-0.003373658481450505
Arizona,1989-10-01,-0.003373233394629564
Arizona,1989-11-01,-0.003378917760352047
Arizona,1989-12-01,-0.003390115688557914
Arizona,1990-01-01,-0.003407244148240872
Arizona,1990-02-01,-0.0034119722027594382
Arizona,1990-03-01,-0.0034037657544698243
Arizona,1990-04-01,-0.003388611294199752
Arizona,1990-05-01,-0.003379070856688674
Arizona,1990-06-01,-0.003387754595140243
Arizona,1990-07-01,-0.003391298450793158
Arizona,1990-08-01,-0.0033726871981345267
Arizona,1990-09-01,-0.003364738131701967
Arizona,1990-10-01,-0.0033589766206575684
Arizona,1990-11-01,-0.0033724562121975805
Arizona,1990-12-01,-0.0033948653963853685
Arizona,1991-01-01,-0.0034051004360432916
Arizona,1991-02-01,-0.003394986384897864
Arizona,1991-03-01,-0.0033814346329703563
Arizona,1991-04-01,-0.0033595406105990785
Arizona,1991-05-01,-0.003345707279112017
Arizona,1991-06-01,-0.003349186607558268
Arizona,1991-07-01,-0.003373942570786069
Arizona,1991-08-01,-0.003386252797102092
Arizona,1991-09-01,-0.003374856475429812
Arizona,1991-10-01,-0.003369062735399681
Arizona,1991-11-01,-0.0033829122852324085
Arizona,1991-12-01,-0.0034107356101559733
Arizona,1992-01-01,-0.003416013288311991
Arizona,1992-02-01,-0.0033991702680510015
Arizona,1992-03-01,-0.0033697809813674224
Arizona,1992-04-01,-0.00335106686250997
Arizona,1992-05-01,-0.003351011560893744
Arizona,1992-06-01,-0.0033458645814870612
Arizona,1992-07-01,-0.003357842825017724
Arizona,1992-08-01,-0.0033600680443548387
Arizona,1992-09-01,-0.0033444883934110243
Arizona,1992-10-01,-0.003348896165893079
Arizona,1992-11-01,-0.00337124267491581
Arizona,1992-12-01,-0.0034052052408277207
Arizona,1993-01-01,-0.003402875735970179
Arizona,1993-02-01,-0.003382721196079626
Arizona,1993-03-01,-0.003346221627414924
Arizona,1993-04-01,-0.0033230506656272154
Arizona,1993-05-01,-0.0033187341451391345
Arizona,1993-06-01,-0.0033211293888193456
Arizona,1993-07-01,-0.0033327501710109448
Arizona,1993-08-01,-0.003337834682958171
Arizona,1993-09-01,-0.003327154928300027
Arizona,1993-10-01,-0.003334928050779865
Arizona,1993-11-01,-0.0033487139561547323
Arizona,1993-12-01,-0.0033558529188175736
Arizona,1994-01-01,-0.003372950014954803
Arizona,1994-02-01,-0.003371131569728155
Arizona,1994-03-01,-0.0033591442736950546
Arizona,1994-04-01,-0.003350897668989277
Arizona,1994-05-01,-0.003347330359912265
Arizona,1994-06-01,-0.0033547706860931406
Arizona,1994-07-01,-0.003377741108123228
Arizona,1994-08-01,-0.0033926069960785185
Arizona,1994-09-01,-0.0033870026143211626
Arizona,1995-01-01,-0.00337046145953341
Arizona,1995-02-01,-0.003357493706520294
Arizona,1995-03-01,-0.0033386213159949927
Arizona,1995-04-01,-0.003341354115894186
Arizona,1995-05-01,-0.0033526901337070187
Arizona,1995-06-01,-0.0033560467773783675
Arizona,1995-07-01,-0.003369960646712159
Arizona,1995-08-01,-0.003382595880367113
Arizona,1995-09-01,-0.003369730076186414
Arizona,1995-10-01,-0.0033651253295595538
Arizona,1995-11-01,-0.0033765237802142415
Arizona,1995-12-01,-0.0033871669613778363
Arizona,1996-01-01,-0.003390983084455867
Arizona,1996-02-01,-0.003393262947674805
Arizona,1996-03-01,-0.003383369497186281
Arizona,1996-04-01,-0.0033798067230148884
Arizona,1996-05-01,-0.0033896823627481386
Arizona,1996-06-01,-0.0034029380476504347
Arizona,1996-07-01,-0.0034099052031637722
Arizona,1996-08-01,-0.003396840503561459
Arizona,1996-09-01,-0.00337918457550514
Arizona,1996-10-01,-0.003374216776796792
Arizona,1996-11-01,-0.003382264416845755
Arizona,1996-12-01,-0.003393654040012407
Arizona,1997-01-01,-0.0034112237702443727
Arizona,1997-02-01,-0.0033987861857774286
Arizona,1997-03-01,-0.003380148260257887
Arizona,1997-04-01,-0.0033721012087081265
Arizona,1997-05-01,-0.003370517280413639
Arizona,1997-06-01,-0.003367435362017015
Arizona,1997-07-01,-0.0033878985178128324
Arizona,1997-08-01,-0.003399789057653536
Arizona,1997-09-01,-0.0033793385545905705
Arizona,1997-10-01,-0.00335184082550514
Arizona,1997-11-01,-0.003360157444307205
Arizona,1997-12-01,-0.0033750787896579225
