Year,State,Period,inventory_colonies,loss_pct,stressor_disease_pct,stressor_other_pct,stressor_pesticides_pct,stressor_pests_pct,stressor_unknown_pct,stressor_varroa_mites_pct
1988,ILLINOIS,MARKETING YEAR,28000.0,,,,,,,
1988,INDIANA,MARKETING YEAR,29000.0,,,,,,,
1988,IOWA,MARKETING YEAR,49000.0,,,,,,,
1988,KANSAS,MARKETING YEAR,42000.0,,,,,,,
1988,KENTUCKY,MARKETING YEAR,12000.0,,,,,,,
1988,LOUISIANA,MARKETING YEAR,38000.0,,,,,,,
1988,MAINE,MARKETING YEAR,14000.0,,,,,,,
1988,MARYLAND,MARKETING YEAR,7000.0,,,,,,,
1988,MASSACHUSETTS,MARKETING YEAR,15000.0,,,,,,,
1988,MICHIGAN,MARKETING YEAR,95000.0,,,,,,,
1988,MINNESOTA,MARKETING YEAR,160000.0,,,,,,,
1988,MISSISSIPPI,MARKETING YEAR,21000.0,,,,,,,
1988,MISSOURI,MARKETING YEAR,30000.0,,,,,,,
1988,MONTANA,MARKETING YEAR,105000.0,,,,,,,
1988,NEBRASKA,MARKETING YEAR,113000.0,,,,,,,
1988,NEVADA,MARKETING YEAR,9000.0,,,,,,,
1988,NEW HAMPSHIRE,MARKETING YEAR,1000.0,,,,,,,
1988,NEW JERSEY,MARKETING YEAR,30000.0,,,,,,,
1988,NEW MEXICO,MARKETING YEAR,21000.0,,,,,,,
1988,NEW YORK,MARKETING YEAR,94000.0,,,,,,,
1988,NORTH CAROLINA,MARKETING YEAR,21000.0,,,,,,,
1988,NORTH DAKOTA,MARKETING YEAR,250000.0,,,,,,,
1988,OHIO,MARKETING YEAR,50000.0,,,,,,,
1988,OKLAHOMA,MARKETING YEAR,10000.0,,,,,,,
1988,OREGON,MARKETING YEAR,60000.0,,,,,,,
1988,PENNSYLVANIA,MARKETING YEAR,45000.0,,,,,,,
1988,RHODE ISLAND,MARKETING YEAR,1000.0,,,,,,,
1988,SOUTH CAROLINA,MARKETING YEAR,14000.0,,,,,,,
1988,SOUTH DAKOTA,MARKETING YEAR,245000.0,,,,,,,
1988,TENNESSEE,MARKETING YEAR,35000.0,,,,,,,
1988,TEXAS,MARKETING YEAR,124000.0,,,,,,,
1988,UTAH,MARKETING YEAR,36000.0,,,,,,,
1988,VERMONT,MARKETING YEAR,7000.0,,,,,,,
1988,VIRGINIA,MARKETING YEAR,25000.0,,,,,,,
1988,WASHINGTON,MARKETING YEAR,65000.0,,,,,,,
1988,WEST VIRGINIA,MARKETING YEAR,30000.0,,,,,,,
1988,WISCONSIN,MARKETING YEAR,102000.0,,,,,,,
1988,WYOMING,MARKETING YEAR,39000.0,,,,,,,
1989,ALABAMA,MARKETING YEAR,41000.0,,,,,,,
1989,ARIZONA,MARKETING YEAR,78000.0,,,,,,,
1989,ARKANSAS,MARKETING YEAR,34000.0,,,,,,,
1989,CALIFORNIA,MARKETING YEAR,620000.0,,,,,,,
1989,COLORADO,MARKETING YEAR,50000.0,,,,,,,
1989,CONNECTICUT,MARKETING YEAR,2000.0,,,,,,,
1989,DELAWARE,MARKETING YEAR,1000.0,,,,,,,
1989,FLORIDA,MARKETING YEAR,250000.0,,,,,,,
1989,GEORGIA,MARKETING YEAR,116000.0,,,,,,,
1989,HAWAII,MARKETING YEAR,9000.0,,,,,,,
1989,IDAHO,MARKETING YEAR,140000.0,,,,,,,
1989,ILLINOIS,MARKETING YEAR,29000.0,,,,,,,
1989,INDIANA,MARKETING YEAR,28000.0,,,,,,,
1989,IOWA,MARKETING YEAR,67000.0,,,,,,,
1989,KANSAS,MARKETING YEAR,37000.0,,,,,,,
1989,KENTUCKY,MARKETING YEAR,12000.0,,,,,,,
1989,LOUISIANA,MARKETING YEAR,35000.0,,,,,,,
1989,MAINE,MARKETING YEAR,17000.0,,,,,,,
1989,MARYLAND,MARKETING YEAR,9000.0,,,,,,,
1989,MASSACHUSETTS,MARKETING YEAR,8000.0,,,,,,,
1989,MICHIGAN,MARKETING YEAR,102000.0,,,,,,,
1989,MINNESOTA,MARKETING YEAR,165000.0,,,,,,,
1989,MISSISSIPPI,MARKETING YEAR,24000.0,,,,,,,
1989,MISSOURI,MARKETING YEAR,33000.0,,,,,,,
1989,MONTANA,MARKETING YEAR,100000.0,,,,,,,
1989,NEBRASKA,MARKETING YEAR,119000.0,,,,,,,
1989,NEVADA,MARKETING YEAR,15000.0,,,,,,,
1989,NEW HAMPSHIRE,MARKETING YEAR,1000.0,,,,,,,
1989,NEW JERSEY,MARKETING YEAR,25000.0,,,,,,,
1989,NEW MEXICO,MARKETING YEAR,23000.0,,,,,,,
1989,NEW YORK,MARKETING YEAR,94000.0,,,,,,,
1989,NORTH CAROLINA,MARKETING YEAR,25000.0,,,,,,,
1989,NORTH DAKOTA,MARKETING YEAR,310000.0,,,,,,,
1989,OHIO,MARKETING YEAR,53000.0,,,,,,,
1989,OKLAHOMA,MARKETING YEAR,9000.0,,,,,,,
1989,OREGON,MARKETING YEAR,63000.0,,,,,,,
1989,PENNSYLVANIA,MARKETING YEAR,41000.0,,,,,,,
1989,RHODE ISLAND,MARKETING YEAR,1000.0,,,,,,,
1989,SOUTH CAROLINA,MARKETING YEAR,15000.0,,,,,,,
1989,SOUTH DAKOTA,MARKETING YEAR,235000.0,,,,,,,
1989,TENNESSEE,MARKETING YEAR,25000.0,,,,,,,
1989,TEXAS,MARKETING YEAR,140000.0,,,,,,,
1989,UTAH,MARKETING YEAR,47000.0,,,,,,,
1989,VERMONT,MARKETING YEAR,6000.0,,,,,,,
1989,VIRGINIA,MARKETING YEAR,23000.0,,,,,,,
1989,WASHINGTON,MARKETING YEAR,70000.0,,,,,,,
1989,WEST VIRGINIA,MARKETING YEAR,32000.0,,,,,,,
1989,WISCONSIN,MARKETING YEAR,108000.0,,,,,,,
1989,WYOMING,MARKETING YEAR,41000.0,,,,,,,
1990,ALABAMA,MARKETING YEAR,29000.0,,,,,,,
1990,ARIZONA,MARKETING YEAR,67000.0,,,,,,,
1990,ARKANSAS,MARKETING YEAR,42000.0,,,,,,,
1990,CALIFORNIA,MARKETING YEAR,480000.0,,,,,,,
1990,COLORADO,MARKETING YEAR,55000.0,,,,,,,
1990,CONNECTICUT,MARKETING YEAR,2000.0,,,,,,,
1990,DELAWARE,MARKETING YEAR,1000.0,,,,,,,
1990,FLORIDA,MARKETING YEAR,220000.0,,,,,,,
1990,GEORGIA,MARKETING YEAR,111000.0,,,,,,,
1990,HAWAII,MARKETING YEAR,10000.0,,,,,,,
1990,IDAHO,MARKETING YEAR,140000.0,,,,,,,
1990,ILLINOIS,MARKETING YEAR,23000.0,,,,,,,
1990,INDIANA,MARKETING YEAR,22000.0,,,,,,,
1990,IOWA,MARKETING YEAR,70000.0,,,,,,,
1990,KANSAS,MARKETING YEAR,36000.0,,,,,,,
1990,KENTUCKY,MARKETING YEAR,8000.0,,,,,,,
1990,LOUISIANA,MARKETING YEAR,38000.0,,,,,,,
1990,MAINE,MARKETING YEAR,20000.0,,,,,,,
1990,MARYLAND,MARKETING YEAR,7000.0,,,,,,,
1990,MASSACHUSETTS,MARKETING YEAR,15000.0,,,,,,,
1990,MICHIGAN,MARKETING YEAR,100000.0,,,,,,,
1990,MINNESOTA,MARKETING YEAR,170000.0,,,,,,,
1990,MISSISSIPPI,MARKETING YEAR,24000.0,,,,,,,
1990,MISSOURI,MARKETING YEAR,30000.0,,,,,,,
1990,MONTANA,MARKETING YEAR,98000.0,,,,,,,
1990,NEBRASKA,MARKETING YEAR,118000.0,,,,,,,
1990,NEVADA,MARKETING YEAR,17000.0,,,,,,,
1990,NEW HAMPSHIRE,MARKETING YEAR,1000.0,,,,,,,
1990,NEW JERSEY,MARKETING YEAR,15000.0,,,,,,,
1990,NEW MEXICO,MARKETING YEAR,29000.0,,,,,,,
1990,NEW YORK,MARKETING YEAR,81000.0,,,,,,,
1990,NORTH CAROLINA,MARKETING YEAR,20000.0,,,,,,,
1990,NORTH DAKOTA,MARKETING YEAR,220000.0,,,,,,,
1990,OHIO,MARKETING YEAR,42000.0,,,,,,,
1990,OKLAHOMA,MARKETING YEAR,9000.0,,,,,,,
1990,OREGON,MARKETING YEAR,61000.0,,,,,,,
1990,PENNSYLVANIA,MARKETING YEAR,41000.0,,,,,,,
1990,RHODE ISLAND,MARKETING YEAR,1000.0,,,,,,,
1990,SOUTH CAROLINA,MARKETING YEAR,12000.0,,,,,,,
1990,SOUTH DAKOTA,MARKETING YEAR,245000.0,,,,,,,
1990,TENNESSEE,MARKETING YEAR,19000.0,,,,,,,
1990,TEXAS,MARKETING YEAR,140000.0,,,,,,,
1990,UTAH,MARKETING YEAR,47000.0,,,,,,,
1990,VERMONT,MARKETING YEAR,6000.0,,,,,,,
1990,VIRGINIA,MARKETING YEAR,16000.0,,,,,,,
1990,WASHINGTON,MARKETING YEAR,80000.0,,,,,,,
1990,WEST VIRGINIA,MARKETING YEAR,30000.0,,,,,,,
1990,WISCONSIN,MARKETING YEAR,112000.0,,,,,,,
1990,WYOMING,MARKETING YEAR,40000.0,,,,,,,
1991,ALABAMA,MARKETING YEAR,23000.0,,,,,,,
1991,ARIZONA,MARKETING YEAR,75000.0,,,,,,,
1991,ARKANSAS,MARKETING YEAR,47000.0,,,,,,,
1991,CALIFORNIA,MARKETING YEAR,550000.0,,,,,,,
1991,COLORADO,MARKETING YEAR,50000.0,,,,,,,
1991,FLORIDA,MARKETING YEAR,225000.0,,,,,,,
1991,GEORGIA,MARKETING YEAR,102000.0,,,,,,,
1991,HAWAII,MARKETING YEAR,10000.0,,,,,,,
1991,IDAHO,MARKETING YEAR,140000.0,,,,,,,
1991,ILLINOIS,MARKETING YEAR,21000.0,,,,,,,
1991,INDIANA,MARKETING YEAR,21000.0,,,,,,,
1991,IOWA,MARKETING YEAR,70000.0,,,,,,,
1991,KANSAS,MARKETING YEAR,35000.0,,,,,,,
1991,KENTUCKY,MARKETING YEAR,7000.0,,,,,,,
1991,LOUISIANA,MARKETING YEAR,40000.0,,,,,,,
1991,MAINE,MARKETING YEAR,13000.0,,,,,,,
1991,MARYLAND,MARKETING YEAR,7000.0,,,,,,,
1991,MICHIGAN,MARKETING YEAR,105000.0,,,,,,,
1991,MINNESOTA,MARKETING YEAR,180000.0,,,,,,,
1991,MISSISSIPPI,MARKETING YEAR,28000.0,,,,,,,
1991,MISSOURI,MARKETING YEAR,28000.0,,,,,,,
1991,MONTANA,MARKETING YEAR,86000.0,,,,,,,
1991,NEBRASKA,MARKETING YEAR,108000.0,,,,,,,
1991,NEVADA,MARKETING YEAR,15000.0,,,,,,,
1991,NEW JERSEY,MARKETING YEAR,11000.0,,,,,,,
1991,NEW MEXICO,MARKETING YEAR,20000.0,,,,,,,
1991,NEW YORK,MARKETING YEAR,77000.0,,,,,,,
1991,NORTH CAROLINA,MARKETING YEAR,18000.0,,,,,,,
1991,NORTH DAKOTA,MARKETING YEAR,215000.0,,,,,,,
1991,OHIO,MARKETING YEAR,48000.0,,,,,,,
1991,OKLAHOMA,MARKETING YEAR,9000.0,,,,,,,
1991,OREGON,MARKETING YEAR,56000.0,,,,,,,
1991,PENNSYLVANIA,MARKETING YEAR,40000.0,,,,,,,
1991,SOUTH CAROLINA,MARKETING YEAR,11000.0,,,,,,,
1991,SOUTH DAKOTA,MARKETING YEAR,225000.0,,,,,,,
1991,TENNESSEE,MARKETING YEAR,14000.0,,,,,,,
1991,TEXAS,MARKETING YEAR,140000.0,,,,,,,
1991,UTAH,MARKETING YEAR,45000.0,,,,,,,
1991,VERMONT,MARKETING YEAR,6000.0,,,,,,,
1991,VIRGINIA,MARKETING YEAR,16000.0,,,,,,,
1991,WASHINGTON,MARKETING YEAR,85000.0,,,,,,,
1991,WEST VIRGINIA,MARKETING YEAR,26000.0,,,,,,,
1991,WISCONSIN,MARKETING YEAR,110000.0,,,,,,,
1991,WYOMING,MARKETING YEAR,41000.0,,,,,,,
1992,ALABAMA,MARKETING YEAR,25000.0,,,,,,,
1992,ARIZONA,MARKETING YEAR,70000.0,,,,,,,
1992,ARKANSAS,MARKETING YEAR,45000.0,,,,,,,
1992,CALIFORNIA,MARKETING YEAR,490000.0,,,,,,,
1992,COLORADO,MARKETING YEAR,52000.0,,,,,,,
1992,FLORIDA,MARKETING YEAR,220000.0,,,,,,,
1992,GEORGIA,MARKETING YEAR,85000.0,,,,,,,
1992,HAWAII,MARKETING YEAR,9000.0,,,,,,,
1992,IDAHO,MARKETING YEAR,135000.0,,,,,,,
1992,ILLINOIS,MARKETING YEAR,16000.0,,,,,,,
1992,INDIANA,MARKETING YEAR,15000.0,,,,,,,
1992,IOWA,MARKETING YEAR,65000.0,,,,,,,
1992,KANSAS,MARKETING YEAR,28000.0,,,,,,,
1992,KENTUCKY,MARKETING YEAR,4000.0,,,,,,,
1992,LOUISIANA,MARKETING YEAR,45000.0,,,,,,,
1992,MAINE,MARKETING YEAR,15000.0,,,,,,,
1992,MARYLAND,MARKETING YEAR,6000.0,,,,,,,
1992,MICHIGAN,MARKETING YEAR,95000.0,,,,,,,
1992,MINNESOTA,MARKETING YEAR,190000.0,,,,,,,
1992,MISSISSIPPI,MARKETING YEAR,25000.0,,,,,,,
1992,MISSOURI,MARKETING YEAR,25000.0,,,,,,,
1992,MONTANA,MARKETING YEAR,87000.0,,,,,,,
1992,NEBRASKA,MARKETING YEAR,96000.0,,,,,,,
1992,NEVADA,MARKETING YEAR,15000.0,,,,,,,
1992,NEW JERSEY,MARKETING YEAR,8000.0,,,,,,,
1992,NEW MEXICO,MARKETING YEAR,18000.0,,,,,,,
1992,NEW YORK,MARKETING YEAR,70000.0,,,,,,,
1992,NORTH CAROLINA,MARKETING YEAR,15000.0,,,,,,,
1992,NORTH DAKOTA,MARKETING YEAR,240000.0,,,,,,,
1992,OHIO,MARKETING YEAR,38000.0,,,,,,,
1992,OKLAHOMA,MARKETING YEAR,9000.0,,,,,,,
1992,OREGON,MARKETING YEAR,52000.0,,,,,,,
1992,PENNSYLVANIA,MARKETING YEAR,30000.0,,,,,,,
1992,SOUTH CAROLINA,MARKETING YEAR,11000.0,,,,,,,
1992,SOUTH DAKOTA,MARKETING YEAR,240000.0,,,,,,,
1992,TENNESSEE,MARKETING YEAR,7000.0,,,,,,,
1992,TEXAS,MARKETING YEAR,125000.0,,,,,,,
1992,UTAH,MARKETING YEAR,47000.0,,,,,,,
1992,VERMONT,MARKETING YEAR,6000.0,,,,,,,
1992,VIRGINIA,MARKETING YEAR,13000.0,,,,,,,
1992,WASHINGTON,MARKETING YEAR,80000.0,,,,,,,
1992,WEST VIRGINIA,MARKETING YEAR,23000.0,,,,,,,
1992,WISCONSIN,MARKETING YEAR,105000.0,,,,,,,
1992,WYOMING,MARKETING YEAR,41000.0,,,,,,,
1993,ALABAMA,MARKETING YEAR,19000.0,,,,,,,
1993,ARIZONA,MARKETING YEAR,55000.0,,,,,,,
1993,ARKANSAS,MARKETING YEAR,50000.0,,,,,,,
1993,CALIFORNIA,MARKETING YEAR,500000.0,,,,,,,
1993,COLORADO,MARKETING YEAR,53000.0,,,,,,,
1993,FLORIDA,MARKETING YEAR,200000.0,,,,,,,
1993,GEORGIA,MARKETING YEAR,80000.0,,,,,,,
1993,HAWAII,MARKETING YEAR,9000.0,,,,,,,
1993,IDAHO,MARKETING YEAR,133000.0,,,,,,,
1993,ILLINOIS,MARKETING YEAR,15000.0,,,,,,,
1993,INDIANA,MARKETING YEAR,12000.0,,,,,,,
1993,IOWA,MARKETING YEAR,56000.0,,,,,,,
1993,KANSAS,MARKETING YEAR,23000.0,,,,,,,
1993,KENTUCKY,MARKETING YEAR,4000.0,,,,,,,
1993,LOUISIANA,MARKETING YEAR,47000.0,,,,,,,
1993,MAINE,MARKETING YEAR,13000.0,,,,,,,
1993,MARYLAND,MARKETING YEAR,7000.0,,,,,,,
1993,MICHIGAN,MARKETING YEAR,90000.0,,,,,,,
1993,MINNESOTA,MARKETING YEAR,180000.0,,,,,,,
1993,MISSISSIPPI,MARKETING YEAR,17000.0,,,,,,,
1993,MISSOURI,MARKETING YEAR,24000.0,,,,,,,
1993,MONTANA,MARKETING YEAR,95000.0,,,,,,,
1993,NEBRASKA,MARKETING YEAR,83000.0,,,,,,,
1993,NEVADA,MARKETING YEAR,14000.0,,,,,,,
1993,NEW JERSEY,MARKETING YEAR,11000.0,,,,,,,
1993,NEW MEXICO,MARKETING YEAR,18000.0,,,,,,,
1993,NEW YORK,MARKETING YEAR,65000.0,,,,,,,
1993,NORTH CAROLINA,MARKETING YEAR,15000.0,,,,,,,
1993,NORTH DAKOTA,MARKETING YEAR,220000.0,,,,,,,
1993,OHIO,MARKETING YEAR,30000.0,,,,,,,
1993,OKLAHOMA,MARKETING YEAR,6000.0,,,,,,,
1993,OREGON,MARKETING YEAR,53000.0,,,,,,,
1993,PENNSYLVANIA,MARKETING YEAR,28000.0,,,,,,,
1993,SOUTH CAROLINA,MARKETING YEAR,11000.0,,,,,,,
1993,SOUTH DAKOTA,MARKETING YEAR,245000.0,,,,,,,
1993,TENNESSEE,MARKETING YEAR,8000.0,,,,,,,
1993,TEXAS,MARKETING YEAR,105000.0,,,,,,,
1993,UTAH,MARKETING YEAR,42000.0,,,,,,,
1993,VERMONT,MARKETING YEAR,6000.0,,,,,,,
1993,VIRGINIA,MARKETING YEAR,10000.0,,,,,,,
1993,WASHINGTON,MARKETING YEAR,60000.0,,,,,,,
1993,WEST VIRGINIA,MARKETING YEAR,20000.0,,,,,,,
1993,WISCONSIN,MARKETING YEAR,100000.0,,,,,,,
1993,WYOMING,MARKETING YEAR,34000.0,,,,,,,
1994,ALABAMA,MARKETING YEAR,18000.0,,,,,,,
1994,ARIZONA,MARKETING YEAR,53000.0,,,,,,,
1994,ARKANSAS,MARKETING YEAR,55000.0,,,,,,,
1994,CALIFORNIA,MARKETING YEAR,400000.0,,,,,,,
1994,COLORADO,MARKETING YEAR,45000.0,,,,,,,
1994,FLORIDA,MARKETING YEAR,230000.0,,,,,,,
1994,GEORGIA,MARKETING YEAR,80000.0,,,,,,,
1994,HAWAII,MARKETING YEAR,9000.0,,,,,,,
1994,IDAHO,MARKETING YEAR,127000.0,,,,,,,
1994,ILLINOIS,MARKETING YEAR,13000.0,,,,,,,
1994,INDIANA,MARKETING YEAR,13000.0,,,,,,,
1994,IOWA,MARKETING YEAR,52000.0,,,,,,,
1994,KANSAS,MARKETING YEAR,19000.0,,,,,,,
1994,KENTUCKY,MARKETING YEAR,3000.0,,,,,,,
1994,LOUISIANA,MARKETING YEAR,40000.0,,,,,,,
1994,MAINE,MARKETING YEAR,8000.0,,,,,,,
1994,MARYLAND,MARKETING YEAR,7000.0,,,,,,,
1994,MICHIGAN,MARKETING YEAR,90000.0,,,,,,,
1994,MINNESOTA,MARKETING YEAR,170000.0,,,,,,,
1994,MISSISSIPPI,MARKETING YEAR,19000.0,,,,,,,
1994,MISSOURI,MARKETING YEAR,25000.0,,,,,,,
1994,MONTANA,MARKETING YEAR,119000.0,,,,,,,
1994,NEBRASKA,MARKETING YEAR,72000.0,,,,,,,
1994,NEVADA,MARKETING YEAR,14000.0,,,,,,,
1994,NEW JERSEY,MARKETING YEAR,11000.0,,,,,,,
1994,NEW MEXICO,MARKETING YEAR,19000.0,,,,,,,
1994,NEW YORK,MARKETING YEAR,68000.0,,,,,,,
1994,NORTH CAROLINA,MARKETING YEAR,15000.0,,,,,,,
1994,NORTH DAKOTA,MARKETING YEAR,235000.0,,,,,,,
1994,OHIO,MARKETING YEAR,27000.0,,,,,,,
1994,OKLAHOMA,MARKETING YEAR,5000.0,,,,,,,
1994,OREGON,MARKETING YEAR,50000.0,,,,,,,
1994,PENNSYLVANIA,MARKETING YEAR,27000.0,,,,,,,
1994,SOUTH CAROLINA,MARKETING YEAR,10000.0,,,,,,,
1994,SOUTH DAKOTA,MARKETING YEAR,260000.0,,,,,,,
1994,TENNESSEE,MARKETING YEAR,6000.0,,,,,,,
1994,TEXAS,MARKETING YEAR,103000.0,,,,,,,
1994,UTAH,MARKETING YEAR,43000.0,,,,,,,
1994,VERMONT,MARKETING YEAR,5000.0,,,,,,,
1994,VIRGINIA,MARKETING YEAR,11000.0,,,,,,,
1994,WASHINGTON,MARKETING YEAR,60000.0,,,,,,,
1994,WEST VIRGINIA,MARKETING YEAR,20000.0,,,,,,,
1994,WISCONSIN,MARKETING YEAR,75000.0,,,,,,,
1994,WYOMING,MARKETING YEAR,46000.0,,,,,,,
1995,ALABAMA,MARKETING YEAR,16000.0,,,,,,,
1995,ARIZONA,MARKETING YEAR,52000.0,,,,,,,
1995,ARKANSAS,MARKETING YEAR,55000.0,,,,,,,
1995,CALIFORNIA,MARKETING YEAR,420000.0,,,,,,,
1995,COLORADO,MARKETING YEAR,45000.0,,,,,,,
1995,FLORIDA,MARKETING YEAR,230000.0,,,,,,,
1995,GEORGIA,MARKETING YEAR,70000.0,,,,,,,
1995,HAWAII,MARKETING YEAR,8000.0,,,,,,,
1995,IDAHO,MARKETING YEAR,125000.0,,,,,,,
1995,ILLINOIS,MARKETING YEAR,11000.0,,,,,,,
1995,INDIANA,MARKETING YEAR,12000.0,,,,,,,
1995,IOWA,MARKETING YEAR,45000.0,,,,,,,
1995,KANSAS,MARKETING YEAR,17000.0,,,,,,,
1995,KENTUCKY,MARKETING YEAR,3000.0,,,,,,,
1995,LOUISIANA,MARKETING YEAR,38000.0,,,,,,,
1995,MAINE,MARKETING YEAR,11000.0,,,,,,,
1995,MARYLAND,MARKETING YEAR,7000.0,,,,,,,
1995,MICHIGAN,MARKETING YEAR,97000.0,,,,,,,
1995,MINNESOTA,MARKETING YEAR,165000.0,,,,,,,
1995,MISSISSIPPI,MARKETING YEAR,16000.0,,,,,,,
1995,MISSOURI,MARKETING YEAR,23000.0,,,,,,,
1995,MONTANA,MARKETING YEAR,106000.0,,,,,,,
1995,NEBRASKA,MARKETING YEAR,60000.0,,,,,,,
1995,NEVADA,MARKETING YEAR,10000.0,,,,,,,
1995,NEW JERSEY,MARKETING YEAR,10000.0,,,,,,,
1995,NEW MEXICO,MARKETING YEAR,19000.0,,,,,,,
1995,NEW YORK,MARKETING YEAR,70000.0,,,,,,,
1995,NORTH CAROLINA,MARKETING YEAR,12000.0,,,,,,,
1995,NORTH DAKOTA,MARKETING YEAR,220000.0,,,,,,,
1995,OHIO,MARKETING YEAR,25000.0,,,,,,,
1995,OKLAHOMA,MARKETING YEAR,4000.0,,,,,,,
1995,OREGON,MARKETING YEAR,52000.0,,,,,,,
1995,PENNSYLVANIA,MARKETING YEAR,25000.0,,,,,,,
1995,SOUTH CAROLINA,MARKETING YEAR,9000.0,,,,,,,
1995,SOUTH DAKOTA,MARKETING YEAR,240000.0,,,,,,,
1995,TENNESSEE,MARKETING YEAR,5000.0,,,,,,,
1995,TEXAS,MARKETING YEAR,84000.0,,,,,,,
1995,UTAH,MARKETING YEAR,32000.0,,,,,,,
1995,VERMONT,MARKETING YEAR,5000.0,,,,,,,
1995,VIRGINIA,MARKETING YEAR,9000.0,,,,,,,
1995,WASHINGTON,MARKETING YEAR,60000.0,,,,,,,
1995,WEST VIRGINIA,MARKETING YEAR,13000.0,,,,,,,
1995,WISCONSIN,MARKETING YEAR,73000.0,,,,,,,
1995,WYOMING,MARKETING YEAR,38000.0,,,,,,,
1996,ALABAMA,MARKETING YEAR,15000.0,,,,,,,
1996,ARIZONA,MARKETING YEAR,32000.0,,,,,,,
1996,ARKANSAS,MARKETING YEAR,50000.0,,,,,,,
1996,CALIFORNIA,MARKETING YEAR,390000.0,,,,,,,
1996,COLORADO,MARKETING YEAR,30000.0,,,,,,,
1996,FLORIDA,MARKETING YEAR,240000.0,,,,,,,
